vcc	V(ce)	Ic(Q1)
1.619999999999988e+000	1.660368e-002	7.001730e-005
1.624999999999987e+000	1.664000e-002	7.023406e-005
1.629999999999987e+000	1.667635e-002	7.045081e-005
1.634999999999987e+000	1.671274e-002	7.066756e-005
1.639999999999987e+000	1.674917e-002	7.088431e-005
1.644999999999987e+000	1.678563e-002	7.110107e-005
1.649999999999987e+000	1.682212e-002	7.131781e-005
1.654999999999987e+000	1.685866e-002	7.153456e-005
1.659999999999987e+000	1.689522e-002	7.175130e-005
1.664999999999987e+000	1.693182e-002	7.196804e-005
1.669999999999986e+000	1.696846e-002	7.218478e-005
1.674999999999986e+000	1.700513e-002	7.240153e-005
1.679999999999986e+000	1.704184e-002	7.261826e-005
1.684999999999986e+000	1.707858e-002	7.283500e-005
1.689999999999986e+000	1.711536e-002	7.305173e-005
1.694999999999986e+000	1.715218e-002	7.326846e-005
1.699999999999986e+000	1.718903e-002	7.348519e-005
1.704999999999986e+000	1.722591e-002	7.370192e-005
1.709999999999986e+000	1.726284e-002	7.391865e-005
1.714999999999985e+000	1.729979e-002	7.413538e-005
1.719999999999985e+000	1.733679e-002	7.435211e-005
1.724999999999985e+000	1.737382e-002	7.456883e-005
1.729999999999985e+000	1.741089e-002	7.478555e-005
1.734999999999985e+000	1.744799e-002	7.500227e-005
1.739999999999985e+000	1.748513e-002	7.521899e-005
1.744999999999985e+000	1.752231e-002	7.543571e-005
1.749999999999985e+000	1.755952e-002	7.565242e-005
1.754999999999985e+000	1.759678e-002	7.586914e-005
1.759999999999985e+000	1.763406e-002	7.608585e-005
1.764999999999984e+000	1.767139e-002	7.630256e-005
1.769999999999984e+000	1.770875e-002	7.651927e-005
1.774999999999984e+000	1.774615e-002	7.673597e-005
1.779999999999984e+000	1.778359e-002	7.695268e-005
1.784999999999984e+000	1.782106e-002	7.716939e-005
1.789999999999984e+000	1.785857e-002	7.738609e-005
1.794999999999984e+000	1.789612e-002	7.760279e-005
1.799999999999984e+000	1.793371e-002	7.781949e-005
1.804999999999984e+000	1.797133e-002	7.803619e-005
1.809999999999983e+000	1.800899e-002	7.825288e-005
1.814999999999983e+000	1.804669e-002	7.846958e-005
1.819999999999983e+000	1.808443e-002	7.868627e-005
1.824999999999983e+000	1.812221e-002	7.890296e-005
1.829999999999983e+000	1.816002e-002	7.911965e-005
1.834999999999983e+000	1.819787e-002	7.933634e-005
1.839999999999983e+000	1.823576e-002	7.955302e-005
1.844999999999983e+000	1.827369e-002	7.976971e-005
1.849999999999983e+000	1.831166e-002	7.998639e-005
1.854999999999982e+000	1.834966e-002	8.020307e-005
1.859999999999982e+000	1.838771e-002	8.041975e-005
1.864999999999982e+000	1.842579e-002	8.063643e-005
1.869999999999982e+000	1.846392e-002	8.085310e-005
1.874999999999982e+000	1.850208e-002	8.106977e-005
1.879999999999982e+000	1.854028e-002	8.128645e-005
1.884999999999982e+000	1.857852e-002	8.150312e-005
1.889999999999982e+000	1.861680e-002	8.171979e-005
1.894999999999982e+000	1.865512e-002	8.193646e-005
1.899999999999982e+000	1.869347e-002	8.215312e-005
1.904999999999981e+000	1.873187e-002	8.236978e-005
1.909999999999981e+000	1.877031e-002	8.258645e-005
1.914999999999981e+000	1.880879e-002	8.280311e-005
1.919999999999981e+000	1.884730e-002	8.301977e-005
1.924999999999981e+000	1.888586e-002	8.323642e-005
1.929999999999981e+000	1.892446e-002	8.345308e-005
1.934999999999981e+000	1.896309e-002	8.366974e-005
1.939999999999981e+000	1.900177e-002	8.388639e-005
1.944999999999981e+000	1.904049e-002	8.410303e-005
1.949999999999980e+000	1.907925e-002	8.431968e-005
1.954999999999980e+000	1.911804e-002	8.453633e-005
1.959999999999980e+000	1.915688e-002	8.475297e-005
1.964999999999980e+000	1.919577e-002	8.496962e-005
1.969999999999980e+000	1.923469e-002	8.518626e-005
1.974999999999980e+000	1.927365e-002	8.540290e-005
1.979999999999980e+000	1.931265e-002	8.561953e-005
1.984999999999980e+000	1.935169e-002	8.583617e-005
1.989999999999980e+000	1.939078e-002	8.605280e-005
1.994999999999980e+000	1.942991e-002	8.626944e-005
1.999999999999979e+000	1.946907e-002	8.648606e-005
2.004999999999980e+000	1.950829e-002	8.670270e-005
2.009999999999979e+000	1.954754e-002	8.691932e-005
2.014999999999979e+000	1.958683e-002	8.713594e-005
2.019999999999979e+000	1.962616e-002	8.735257e-005
2.024999999999979e+000	1.966554e-002	8.756919e-005
2.029999999999979e+000	1.970496e-002	8.778581e-005
2.034999999999979e+000	1.974442e-002	8.800242e-005
2.039999999999979e+000	1.978393e-002	8.821904e-005
2.044999999999979e+000	1.982347e-002	8.843566e-005
