v2	V(ds)	I(R1)
4.609999999999946e+000	7.496034e-001	3.641884e-003
4.619999999999946e+000	7.514747e-001	3.649552e-003
4.629999999999946e+000	7.533474e-001	3.657219e-003
4.639999999999946e+000	7.552215e-001	3.664885e-003
4.649999999999945e+000	7.570971e-001	3.672550e-003
4.659999999999945e+000	7.589740e-001	3.680213e-003
4.669999999999945e+000	7.608524e-001	3.687875e-003
4.679999999999945e+000	7.627322e-001	3.695536e-003
4.689999999999944e+000	7.646134e-001	3.703195e-003
4.699999999999944e+000	7.664962e-001	3.710853e-003
4.709999999999944e+000	7.683803e-001	3.718509e-003
4.719999999999944e+000	7.702658e-001	3.726164e-003
4.729999999999944e+000	7.721528e-001	3.733818e-003
4.739999999999943e+000	7.740413e-001	3.741470e-003
4.749999999999943e+000	7.759312e-001	3.749121e-003
4.759999999999943e+000	7.778226e-001	3.756771e-003
4.769999999999943e+000	7.797154e-001	3.764420e-003
4.779999999999943e+000	7.816096e-001	3.772066e-003
4.789999999999942e+000	7.835054e-001	3.779712e-003
4.799999999999942e+000	7.854026e-001	3.787356e-003
4.809999999999942e+000	7.873012e-001	3.794999e-003
4.819999999999942e+000	7.892014e-001	3.802640e-003
4.829999999999942e+000	7.911031e-001	3.810280e-003
4.839999999999941e+000	7.930062e-001	3.817919e-003
4.849999999999941e+000	7.949107e-001	3.825556e-003
4.859999999999941e+000	7.968168e-001	3.833192e-003
4.869999999999941e+000	7.987244e-001	3.840826e-003
4.879999999999940e+000	8.006335e-001	3.848459e-003
4.889999999999940e+000	8.025441e-001	3.856091e-003
4.899999999999940e+000	8.044562e-001	3.863721e-003
4.909999999999940e+000	8.063698e-001	3.871349e-003
4.919999999999940e+000	8.082849e-001	3.878976e-003
4.929999999999939e+000	8.102015e-001	3.886602e-003
4.939999999999939e+000	8.121196e-001	3.894227e-003
4.949999999999939e+000	8.140392e-001	3.901850e-003
4.959999999999939e+000	8.159604e-001	3.909471e-003
4.969999999999939e+000	8.178831e-001	3.917092e-003
4.979999999999938e+000	8.198074e-001	3.924710e-003
4.989999999999938e+000	8.217332e-001	3.932327e-003
4.999999999999938e+000	8.236604e-001	3.939943e-003
5.009999999999938e+000	8.255893e-001	3.947557e-003
5.019999999999937e+000	8.275197e-001	3.955170e-003
5.029999999999937e+000	8.294517e-001	3.962781e-003
5.039999999999937e+000	8.313852e-001	3.970391e-003
5.049999999999937e+000	8.333203e-001	3.978000e-003
5.059999999999937e+000	8.352569e-001	3.985607e-003
5.069999999999936e+000	8.371951e-001	3.993212e-003
5.079999999999936e+000	8.391349e-001	4.000816e-003
5.089999999999936e+000	8.410762e-001	4.008419e-003
5.099999999999936e+000	8.430191e-001	4.016020e-003
5.109999999999936e+000	8.449636e-001	4.023619e-003
5.119999999999935e+000	8.469097e-001	4.031217e-003
5.129999999999935e+000	8.488574e-001	4.038814e-003
